"","state","acfrs_original_name","id"
"2860","OH","Martins Ferry City School District","37009"
"2861","OH","Mason City School District","37298"
"2862","OH","Northwestern Local School District","37304"
"2863","OH","Pike-Delta-York Local School District","37092"
"2864","OH","Girard City School District","37274"
"2865","OH","Parma City School District","37062"
"2866","OH","Mercer County Educational Service Center","45659"
"2867","OH","Pymatuning Valley Local School District","36998"
"2868","OH","Hamilton City School District","37015"
"2869","OH","Rittman Exempted Village School District","37306"
"2870","OH","Madison Avenue School of Arts","54236"
"2871","OH","Mad River Local School District","37191"
"2872","OH","North Canton City School District","37258"
"2873","OH","Riverside Local School District","37149"
"2874","OH","Piqua City School District","42792"
"2875","OH","Logan-Hocking Local School District","40308"
"2876","OH","Scioto Valley Local School District","37216"
"2877","OH","Rolling Hills Local School District","43454"
"2878","OH","Gallia-Vinton Educational Service Center","51041"
"2879","OH","Ross-Pike Educational Service District","46519"
"2880","OH","Maysville Local School District","49181"
"2881","OH","Mid-Ohio Educational Service Center","65312"
"2882","OH","Miami Trace Local School District","37081"
"2883","OH","Olentangy Local School District","43224"
"2884","OH","Reynoldsburg City School District","400102"
"2885","OH","Ridgewood Local School District","37044"
"2886","OH","Newark City School District","46524"
"2887","OH","Loveland City School District","37108"
"2888","OH","Fairview Park City School District","37056"
"2889","OH","Northmor Local School District","37199"
"2890","OH","London City School District","44145"
"2891","OH","Milford Exempted Village School District","37031"
"2892","OH","Sidney City School District","37251"
"2893","OH","Northwood Local School District","65655"
"2894","OH","Nelsonville-York City School District","42876"
"2895","OH","Northwest Ohio Educational Service Center","41867"
"2896","OH","North College Hill City School District","43125"
"2897","OH","Reading Community City School District","48486"
"2898","OH","Shaker Heights City School District","37064"
"2899","OH","Putnam County Educational Service Center","37228"
"2900","OH","Greenville City School District","37070"
"2901","OH","St. Clairsville-Richland City School District","43157"
"2902","OH","Mahoning County Career and Technical Center","37174"
"2903","OH","North Ridgeville City School District","37156"
"2904","OH","Milton-Union Exempted Village School District","43656"
"2905","OH","Pickaway-Ross Career and Technology Center","84110"
"2906","OH","Norwayne Local School District","37303"
"2907","OH","Rocky River City School District","37063"
"2908","OH","Mid-East Career and Technology Centers","83757"
"2909","OH","North Union Local School District","45370"
"2910","OH","Goshen Local School District","37030"
"2911","OH","Southern Local School District","65007"
"2912","OH","Salem City School District","37039"
"2913","OH","Norwood City School District","37110"
"2914","OH","Marion City School District","42543"
"2915","OH","Nordonia Hills City School District","37269"
"2916","OH","North Royalton City School District","37060"
"2917","OH","Midview Local School District","37155"
"2918","OH","Princeton City School District","37111"
"2919","OH","New Philadelphia City School District","37287"
"2920","OH","Lebanon City School District","37296"
"2921","OH","Madison-Plains Local School District","37168"
"2922","OH","Painesville City Local School District","37136"
"2923","OH","Oak Hills Local School District","37117"
"2924","OH","Northmont City School District","37195"
"2925","OH","Miamisburg City School District","37192"
"2926","OH","Oregon City School District","37164"
"2927","OH","Paulding Exempted Village School District","37210"
"2928","OH","Strongsville City School District","37066"
"2929","OH","Springfield City School District","37026"
"2930","OH","Talawanda City School District","84530"
"2931","OH","St. Marys City School District","37004"
"2932","OH","Switzerland of Ohio Local School District","44713"
"2933","OH","Tri-Rivers Joint Vocational School District","37176"
"2934","OH","Toledo City School District","37166"
"2935","OH","Orrville City School District","37305"
"2936","OH","Springfield Local School District","37270"
"2937","OH","Great Oaks Career Campuses","37116"
"2938","OH","Teays Valley Local School District","37214"
"2939","OH","Three Rivers Local School District","37115"
"2940","OK","Coweta School District No. 1-017","227806"
"2941","OH","Indian Hill Exempted Village School District","47543"
"2942","OK","Collinsville School District No. 1-6","326230"
"2943","OK","Kingston Public School District I-3","84929"
"2944","OH","Woodridge Local School District","44194"
"2945","OH","Tri-Valley Local School District","37206"
"2946","OK","Eufaula School District I-1","84883"
"2947","OH","Union Local School District","37010"
"2948","OH","Licking Heights Local School District","48515"
"2949","OK","Osage County Interlocal Cooperative School District 57 K-001","37462"
"2950","OH","Trumbull Career and Technical Center","37282"
"2951","OH","Trotwood-Madison City School District","49732"
"2952","OH","Triway Local School District","37309"
"2953","OH","Warren City School District","37280"
"2954","OH","Upper Scioto Valley Local School District","84633"
"2955","OH","Worthington City School District","37090"
"2956","OH","Hamilton Local School District","47574"
"2957","OH","Wapakoneta City School District","37005"
"2958","OH","Washington Court House City School District","37082"
"2959","OH","Zanesville City School District","49180"
"2960","OH","Twinsburg City School District","37271"
"2961","OK","Frederick Public School District I-158","37494"
"2962","OH","Urbana City School District","37022"
"2963","OH","Wauseon Exempted Village School District","37093"
"2964","OK","Lawton Independent School District No.8","99159"
"2965","OK","Durant School District No. I-72","147063"
"2966","OH","Westlake City School District","37067"
"2967","OH","Warren County Career Center","55912"
"2968","OH","Upper Arlington City School District","37087"
"2969","OH","West Muskingum Local School District","37204"
"2970","OK","Dickson School District I-77","84877"
"2971","OK","Caddo Kiowa Technology Center School District No 2","37375"
"2972","OH","Westerville City School District","37089"
"2973","OH","Wayne Trace Local School District","65008"
"2974","OH","Waverly City School District","37218"
"2975","OK","Cleveland School District 1-6","146984"
"2976","OH","Sylvania City School District","37165"
"2977","OH","Tallmadge City School District","52699"
"2978","OH","Upper Valley Career Center","37186"
"2979","OK","Edmond Independent School District No. 12","147069"
"2980","OK","Deer Creek Public Schools-ISD No.6","190781"
"2981","OH","Vandalia-Butler City School District","37187"
"2982","OK","Enid School District I-57","227821"
"2983","OK","Dewey Independent School District No I-7","147053"
"2984","OH","Windham Exempted Village School District","48574"
"2985","OH","Sycamore Community City School District","37114"
"2986","OK","Macomb School District No. I-004","190839"
"2987","OH","Huber Heights City School District","37193"
"2988","OK","Hominy School District I-38","147181"
"2989","OK","Guthrie Public Schools-Independent School District No. I-1","190798"
"2990","OK","Canadian Valley Technology Center No.6","37378"
"2991","OH","Warren County Educational Service Center","58375"
"2992","OK","Hugo Public School District I-39","84918"
"2993","OK","Henryetta Public School District No. I-2","147171"
"2994","OH","Lima City School District","36987"
"2995","OH","Xenia Community School District","37100"
"2996","OH","Washington Local School District","37167"
"2997","OK","Haskell School District No. I-2","190813"
"2998","OH","Winton Woods City School District","37106"
"2999","OK","Jenks Public School District No. I-5","84923"
"3000","OK","Bartlesville School District No.I-30","146866"
"3001","OH","Streetsboro City School District","37224"
"3002","OK","Keota Public School District I-43","44104"
"3003","OH","Georgetown Exempted Village School District","48592"
"3004","OK","Shawnee Public Schools","37476"
"3005","OK","Duncan School District I-1","37492"
"3006","OK","Claremore Public Schools","84861"
"3007","OK","Newkirk School District No. 125","190860"
"3008","OK","Tushka School District No. I-19","147682"
"3009","OH","Jefferson Area Local School District","36997"
"3010","OK","Noble School District I-40","37389"
"3011","OH","Heath City School District","56794"
"3012","OK","Inola Public School District I-5","44459"
"3013","OH","Kenston Local School District","37096"
"3014","OK","Norman Independent School District No. 29","197314"
"3015","OK","Stigler School District No. I-20","37408"
"3016","OH","Gahanna-Jefferson Public School District","83155"
"3017","OK","Marlow School District","37493"
"3018","OK","Vian School District I-2","91101"
"3019","OH","Lake Local School District","37255"
"3020","OK","Panama School District I-20","84960"
"3021","OH","Franklin Local School District","37202"
"3022","OR","Beaverton School District","87261"
"3023","OK","Silo Public School District No. I-1","147593"
"3024","OH","Granville Exempted Village School District","65609"
"3025","OK","Quinton School District No. 1-017","190891"
"3026","OR","Central School District No. 13j","86677"
